author,username,retweet_count,tweets,created_at,type
,lailarahmwt28,0,"Tugas Resume PAD
""Pengantar Pajak""
Laila Rahmawati (002) https://t.co/BydaZUntjk",2021-12-06 21:48:39,
pajakmadyasmg,rejorejo27,2,RT @pajakmadyasmg: KPP Madya Semarang menyelenggarakan kegiatan edukasi dengan tema Undang-Undang No.7 Tahun 2021 terkait Harmonisasi Perat…,2021-12-06 21:48:23,retweeted
,mobiljual88,0,"DIJUAL Mobil Suzuki X-Over 2008, Bandung. Pajak 28.05.2015 Asuransi Oktober 2015. *125jt. Hub 081910207000 / 74BE013E https://t.co/mB4905QI9w",2021-12-06 21:45:49,
dogerymon,izhakrobin,0,"@dogerymon Pajak tuh aneh bin goib bang, lu yang bayar, lu yang lapor, tapi penggunaannya siapa yang tau bang? Btw demi tuhan pake kiblat mana bang? Kiblat korea apa jepang?",2021-12-06 21:42:01,replied_to
hertanadi,naazhimulhaq,57,"RT @hertanadi: @DPDRI Ini akun resmi,  su...dibayar pake uang pajak...terus situ pake kampanye, hastag nama pribadi. RAI GEDHEG, RA DUWE IS…",2021-12-06 21:39:10,retweeted
,nozetwins,0,hari ini pajak omg tbl tbl tbl,2021-12-06 21:35:39,
koolangkaaling,selaluprima,0,"@koolangkaaling @hrdbacot Kerjaannya super banyak apalagi menjelang deadline submit laporan ke bursa sama lapor pajak antara januari-april, udah gitu klien yg dipegang banyak tp resource staffnya ga sebanding dgn load kerjaannya jd ya ujung2nya lembur",2021-12-06 21:32:24,replied_to
gadtorade,denistwitt3r,4,"RT @gadtorade: Sudah normal kembali nih mesin CEIR pasca kebakaran gedung Cyber 1.
Jadi yang mau liburan bawa gadget dari LN, mau impor bay…",2021-12-06 21:27:19,retweeted
,ertina_syahrani,0,"Dana aspirasi 450 jt 8 kali dalam setahun, seketika jadi ga pengen bayar pajak 😭",2021-12-06 21:26:50,
silviagani274,roring_lucky,1,"RT @silviagani274: Rakyat bayar pajak buat bayar INFLUENCER,berarti pemerintah tidak percaya dengan hasil kerja nya sendiri.. https://t.co/…",2021-12-06 21:25:16,retweeted
BNI,dreclarkson,4,RT @BNI: Mau ngumpulin orang-orang yang suka nunda bayar pajak STNK karena males ngantrinya!,2021-12-06 21:24:57,retweeted
uchiee90,yhymuhammad_,0,"@uchiee90 @kring_pajak Ijin menjawab, kalau Perseroan Komanditer yang modal nya tidak terbagi atas saham,firma,kongsi atau persekutuan maka atas peminjaman tersebut bisa dianggap sebagai Prive (pengambilan pribadi) yang akan mengurangi modal usaha dan tidak dikenakan PPh.",2021-12-06 21:21:41,replied_to
DDTCNews,pajakmanna,3,RT @DDTCNews: UU No. 7/2021 tentang Harmonisasi Peraturan Perpajakan (HPP) akan mengurangi jumlah kriteria pemberian fasilitas PPN dari awa…,2021-12-06 21:20:21,retweeted
DDTCNews,pajakmanna,1,"RT @DDTCNews: Literasi kepada komunitas disabilitas merupakan langkah awal untuk meningkatkan kesadaran dan kepatuhan perpajakan.

#penerim…",2021-12-06 21:19:43,retweeted
,pajakmanna,0,"Hari Jumat (3/12) DJP bersama Gerkatin Kepemudaan, menyelenggarakan edukasi pajak untuk penyandang disabilitas di KP DJP. 

Acara ini diselenggarakan untuk memaknai Hari Penyandang Cacat Internasional atau Hari Difabel Internasional yang diperingati pada 3 Desember setiap tahun. https://t.co/LzrGBknS22",2021-12-06 21:17:46,
PajakTangtim,Apni,0,@PajakTangtim @DitjenPajakRI Sementara di surat kalian bilang kalau saya tak melengkapi dokumen maka  wajib pajak dianggap non efektif.,2021-12-06 21:15:25,replied_to
,ifxindonesia,0,#forex Hal-hal yang perlu diketahui (dan ditakuti) tentang pelaporan pajak kripto IRS baru https://t.co/DZLrVPkanH,2021-12-06 21:07:33,
,hausilmupajak,0,@kring_pajak lapor realisasi pph 21 dan pp 23 pling lmbat tgl 20 bln berikutnya ya min?,2021-12-06 21:03:27,
tempodotco,the_X_factors,0,@tempodotco Duit pajak buat bayar buzzeRp. Emang mereka ini kasta paling rendah,2021-12-06 22:57:39,replied_to
,pajaktobelo,0,"Jadwal dan lokasi Pojok Pajak KPP Pratama Tobelo minggu ini.

Cek di infografis ini ya. https://t.co/fWk6wfg4X7",2021-12-06 22:55:38,
HoldenKlasik,bagasardhip,45,"RT @HoldenKlasik: DIJUAL!
Kawasaki Binter AR125 1986 (Unit Rare)

•Komplit akur plat B pajak ON
•Full restorasi
•OS50 seher + ring baru
•Me…",2021-12-06 22:44:12,retweeted
hrdbacot,drh_Sagara,0,"@hrdbacot Laen kali ijin ga masuk kerjanya bilang mau ngurus pajak undian, menang hadiah chiki 1 milyar",2021-12-06 22:42:27,replied_to
ArtinaSui,bkdsemarangkab,0,"@ArtinaSui Ini akun badan kepegawaian, terkait pajak mungkin bisa ditanyakan ke BKUD Kab. Semarang bu. Melalui (024) 6921511. Tks.",2021-12-06 22:41:48,replied_to
flywithasoka,jeonwonuimnida,11,RT @flywithasoka: @AREAJULID Buzzer ini dibayar uang darimana? Pajak kita kah?,2021-12-06 22:39:54,retweeted
RrSoegeng,S4N_W1B1,1,RT @RrSoegeng: @S4N_W1B1 itu villa segede gaban pada bayar pajak gak ya?,2021-12-06 22:39:08,retweeted
,kelaspajakless,0,"New post in Channel Diskusi Pajak: Q: Mohon masukan, SPT tahunan badan pasti LB karena kredit pajak lebih besar dari pajak terutang, pimpinan gak mau LB, harus KB, musti gimana yah ? Tq

A: Keren bossnya.

Masih pengen berkontribusi pada negara yang terc… https://t.co/7Mk19zTBL2",2021-12-06 22:35:50,
,kelaspajakless,0,"Q: Mohon masukan, SPT tahunan badan pasti LB karena kredit pajak lebih besar dari pajak terutang, pimpinan gak mau LB, harus KB, musti gimana yah ? Tq

A: Keren bossnya.

Masih pengen berkontribusi pada negara yang tercinta

Tapi boss nya mesti ingat 

k… https://t.co/7Mk19zTBL2",2021-12-06 22:35:49,
S4N_W1B1,eckyojin,0,@S4N_W1B1 Semua uang pajak kita masuk ke kantong mereka yuhuu,2021-12-06 22:33:29,replied_to
,haveanicedayo,0,"Need Joki MTK fungsi liniear dalam bidang ekonomi buat nanti jam 6 pagi 
#zonauang tg matematika kuliah matkul smt 2 subsidi pajak",2021-12-06 22:22:42,
perdanaraditov,drdiningrat,0,@perdanaraditov Jgn lupa mereka dibayar pake pajak kita bung.,2021-12-06 22:22:04,replied_to
mmira_rafid,Rima9919,0,"@mmira_rafid @sunflowermuu @catatanharsa @hotsugarplum_ @imrenagi Bener kek berasa dewa klo liat gayaan T &amp;P,apa itu krna sistem pendidikan&amp; sistem senioritas mereka di institusi yg bikin jd sombong kalo sama sipil,sipil ga masuk di lingkupsenioritasnya jd mgkin seakan"" sipil d bwh mereka,pdhal gaji T&amp;P juga dr pajak negara ga si",2021-12-06 22:20:15,replied_to
,slateblue16,0,"@kring_pajak Selamat pagi,  saya ingin bertanya mengenai status pengiriman kartu npwp saya sudah sampai mana ya? Karena per tgl 4 nov, saya diberitahukan via email untuk dikirim ke alamat saya (bukti terlampir). Namun sampai saat ini, kartu npwp belum tiba. Mohon tindak lanjutnya",2021-12-06 22:06:51,
pokamiamiiiy,liznaeireum,0,@pokamiamiiiy @hrdbacot huhuuu mengapa hamba anak pajak yang mencari magang di januari yaAllaah 😭,2021-12-06 23:59:54,replied_to
BuruhSiluman,aaksyaa,8,RT @BuruhSiluman: Dan sistemnya tentu saja lebih menekankan pada ranah ekon produktif (wajar krn pajak ada hub-nya dgn penghasilan individu…,2021-12-06 23:59:48,retweeted
rraindette,hamba_sahaaya,0,"@rraindette @flywithasoka @AREAJULID Iya pake uang pajak bayarnya,dulu diributin soal milyaran dana yg dialokasikan untuk influencer termasuk buzzer ini",2021-12-06 23:59:15,replied_to
msaid_didu,pramudiya165,0,@msaid_didu Pajak ku buat bayar org² spt ini,2021-12-06 23:57:14,replied_to
democrazymedia,DSMarta70,0,@democrazymedia Kalau negara ini kaya..nggak akan kau bebani rakyat dgn berbagai macam pajak..,2021-12-06 23:57:02,replied_to
jalanlurus05,irhamnapermana,0,@jalanlurus05 @CNNIndonesia Dan gue tulus ikhlas pajak yg gue bayarkan dipake buat ngegaji aparat yg bekerja keras dan terampil semodel Novel Baswedan ini,2021-12-06 23:54:05,replied_to
,gamajeje,0,"@kring_pajak minjak, aku reset password kok ndak masuk e-mail ya? E-mailnya sudah benar. Terus aku kudu piye?",2021-12-06 23:53:50,
,yulianarizkypr,0,"@kring_pajak Dear admin, mohon maaf ijin bertanya. Apabila terdapat kesalahan penulisan nama pribadi (seharusnya) menjadi nama PT apakah dapat diperbaiki? Jika bisa, alurnya seperti apa ya? Terimakasih",2021-12-06 23:52:57,
JurnalAkuntansi,sapereaoede,6,"RT @JurnalAkuntansi: Kasus pajak, pernah sekali, tapi perdata, tinggal bayar dendanya. Tapi andai tidak mau bayar dendanya pasti jadi pidan…",2021-12-06 23:52:53,retweeted
jalanlurus05,irhamnapermana,0,"@jalanlurus05 @CNNIndonesia Emang pemerintah punya uang sendiri utk ngegaji orang? Yg ada, gaji ASN, Polri dan TNI, termasuk pemerintah sendiri, itu semuanya berasal dari pajak yg dibayar rakyat",2021-12-06 23:52:27,replied_to
izhar_hariz,Darkie72006006,0,"@izhar_hariz @jokowi Pemikiran anda bagus dan mudah²an dengan kejadian ini maka PARA Gubernur,PARA Bupati/WalKot,PARA Camat/Lurah.
MERASA MALU PADA PRESIDENT &amp; RAKYAT bahwa OTONOMI DAERAH yg sering mereka ributkan hanya ANGGARANNYA tapi MEREKA TDK MENDENGAR KELUHAN RAKYATNYA yg sudah MEMBAYAR PAJAK https://t.co/4stuQjAmt9",2021-12-06 23:48:17,replied_to
ArnLantemona,kring_pajak,0,"@ArnLantemona ... lebih dari 183 hari dalam jangka waktu 12 bulan serta memenuhi persyaratan sesuai dengan Pasal 3 Ayat 1 huruf c PMK-18/PMK.03/2021. Jika tidak, maka Kakak tidak dianggap sebagai SPLN dan atas penghasilan tersebut dikenai pajak di Indonesia.
(2/2)
Tks*Iwan",2021-12-06 23:46:19,replied_to
ArnLantemona,kring_pajak,0,"@ArnLantemona Hai, Kak.
Jika Kakak sudah memenuhi sebagai WNI yang menjadi Subjek Pajak Luar Negeri maka atas penghasilan dari luar negeri tidak dikenakan pajak penghasilan di Indonesia. WNI yang menjadi SPLN adalah WNI yang berada di luar Indonesia ...
(1/2)",2021-12-06 23:44:15,replied_to
Seok_aegii,buolky,0,@Seok_aegii deadline kapan ka? kalau butuh joki akuntansi / pajak bisa banget ke @back9up9 testi &gt; 38O+ tugas&amp;realtime akuntansi Real dan Updates cek dimedia!~ boleh tanya2 dulu ^^,2021-12-06 23:42:18,replied_to
,hajikoharMacd,0,"@kring_pajak saya mau dm lewat mana yah?  Tak cari gak ketemu pintu dm nya, ..",2021-12-06 23:37:11,
,adjvdan,0,"Anak rp kaya kaya ya, hadiah pajak jadian aja bisa sampai ngasih duit miliyaran, mansion atau mobil lamborghini. Heran, dapat duit dari mana ya 🤔",2021-12-06 23:36:33,
penggemarsvt,secondlaifeu_u,0,"@penggemarsvt ya bnr, selamat km mendapat uang tunai sebesar 2jt, jangan lupa dipotong pajak 2jt",2021-12-06 23:34:31,replied_to
DivHumas_Polri,hobisayatidur,0,"@DivHumas_Polri duit pajak buat bayar buzzer, blog lu",2021-12-06 23:33:25,replied_to
