author,username,retweet_count,tweets,created_at,type
kanyamary,kr55064279indah,3860,"RT @kanyamary: Hai, namaku Kanya, aku pernah sangat minder sama diri aku sendiri. Aku ngerasa gendut, badan aku besar. Tapi ga nyangka bang…",2021-12-06 02:59:29,retweeted
MediaKomando,ViviPalesti,10,RT @MediaKomando: Sahabat Polisi Indonesia Minta Pemerintah Naikkan Gaji Anggota Polri https://t.co/WOvcCuO5lz,2021-12-06 02:59:29,retweeted
maspiyuaja,Irsannuani,772,"RT @maspiyuaja: Di Indonesia Km50 Malam-malam, di Israel Km0, Pembunuhan Sadis Pemuda Palestina Oleh Aparat Zionis Israel di Siang Bolong h…",2021-12-06 02:59:29,retweeted
sudjiwotedjo,nrl_mrs,1778,"RT @sudjiwotedjo: “Resmi Berpacaran”? Yth Pak Kapolri Jend @ListyoSigitP , mohon polisi diwajibkan belajar bahasa Indonesia (dgn mentor/sks…",2021-12-06 02:59:27,retweeted
bocahfangirl,hazelnoode,2,RT @bocahfangirl: Gais siapa tau ada yang mau mengenang waktu pertama kali mereka sampe Indonesia~,2021-12-06 02:59:26,retweeted
namakuhanni,yulakusuma,0,@namakuhanni Moga presidensi Indonesia berjalan lancar dan baik.,2021-12-06 02:59:26,replied_to
dr_koko28,Akuinginkurus12,23,"RT @dr_koko28: Otw sarapan soto sapi. Mampir silaturahim ke panti. Begitu tiba, teman2 kecil ini lagi main. Hanya satu yang lupa pake maske…",2021-12-06 02:59:26,retweeted
AlbertSolo2,AlbertSolo2,1,"RT @AlbertSolo2: Presiden Suriname mengajak seluruh rakyat Suriname, untuk mendoakan kesembuhan bagi ibunda Raja Belanda Wilhelm Alexander,…",2021-12-06 02:59:24,retweeted
,HumaspolresKaur,0,"Polri Terus Evakuasi Masyarakat Terdampak Erupsi Gunung Semeru

Kepolisian Negara Republik Indonesia (Polri) terus mengerahkan prajuritnya untuk mengevakuasi masyarakat terdampak erupsi Gunung Semeru. https://t.co/LBODHVfrr6",2021-12-06 02:59:22,
atr_bpn,KantahkabNatuna,70,"RT @atr_bpn: Lahirnya Reforma Agraria bagi Kesejahteraan Masyarakat Indonesia

Cek berita selengkapnya https://t.co/8JljSEXP1W https://t.co…",2021-12-06 02:59:14,retweeted
,sukanyahahahihi,0,"Lahan: Spek A B C D E F G
Request manusia Indonesia: Spek A

Cust education juga butuh kayaknya ini https://t.co/zMDYLLhDzb",2021-12-06 02:59:14,
Satria_Maul,AlibArselan3,1,"@Satria_Maul @AntonTenabang02 @ihwandes @xyoudie @ydp0404 @Putrakawom @PejuangKeluar15 @RiyanTri19 @NetizenBerisik @sep_colin @417DY_K0PL4X @KeithRizal161 @GimbalDe @HERMAN49862187 @Hail_Indonesia @Thavit_Amoura @hope_4bttrLIFE @AmeliaRieska03 @Cute_Tagar @warrior_ladys @maylafandri_38 @dandeli0n_wish @vivivivere2 @HamzhYie @Deguzel_ @RikeSants @MissKoral @_T0ean__M0eda_ @GnwnMulyadi @naMujahid1 @mohtahid Misami☺️🙏 sdh disampaikan blom bang Maul ?

#DukaSemeruDukaIndonesia
#DukaSemeruDukaIndonesia",2021-12-06 02:59:13,replied_to
,AlbertSolo2,1,"Presiden Suriname mengajak seluruh rakyat Suriname, untuk mendoakan kesembuhan bagi ibunda Raja Belanda Wilhelm Alexander, Mama Beatrix yang terkonfirmasi positif Covid-19 dan kini sedang menjalani karantina mandiri, Suriname adalah bekas jajahan Belanda seperti halnya Indonesia",2021-12-06 02:59:11,
FPKSDPRRI,gus_sugiarto,59,"RT @FPKSDPRRI: Negeri ini ""rawan bencana"" maka setiap warga Indonesia harus ""tanggap bencana"" 🛡

PKS bersama relawan, TNI/Polri, Pemda dan…",2021-12-06 02:59:11,retweeted
,PolsekWuryanto,0,"Kepolisian Negara Republik Indonesia (POLRI) terus hadir untuk masyarakat, dengan sigap Korps Bhayangkara terjun mengevakuasi masyarakat terdampak erupsi Gunung Semeru yang berada di Lumajang, Jawa Timur. 

#PolriTanggapKemanusiaan
Aksi Peduli Lumajang",2021-12-06 02:59:10,
,WarungSejarahRI,0,"100 Tokoh Yang Mengubah Indonesia

Penyusun: Floriberta Aning S

Tahun 2006.
288 halaman

Harga 75.000.
minat?  

Order:
DM / Klik WA https://t.co/bSBuqUJdLQ https://t.co/TJLHVByaWw",2021-12-06 02:59:09,
,bliCokEka,0,"siaPBB Sukseskan Muktamar VII &amp; Milad Ke 31 IKATAN CENDEKIAWAN MUSLIM se- INDONESIA | Membangun Indonesia Bermartabat.

#pancasilasakti 
#menyamabrayabali🙏🇮🇩 https://t.co/AQNw6Tgkzm",2021-12-06 02:59:08,
,Design4rt,0,"Baca Manga Bahasa Indonesia

Mushoku Tensei – Roxy is Serious https://t.co/ay0XCkj7Wt",2021-12-06 02:59:07,
RomitsuT,yudhawirapp,254,"RT @RomitsuT: Pelan pelan tapi pasti.....

""Indonesia"" lama lama hanya sebuah nama. https://t.co/Ei9IDJVk79",2021-12-06 02:59:07,retweeted
WatchmenID,pengamatcilik,145,"RT @WatchmenID: Yuni

Perwakilan Indonesia di kategori Best International Feature Film di 94th Academy Award.
Peraih Silver Hanoman Award d…",2021-12-06 02:59:07,retweeted
ShopeeID,142Grecia,1180,"RT @ShopeeID: HAPPY BIRTHDAY URI LEADER, CHOI SOOBIN 🧡🥳 

Saksikan Tomorrow X Together di Shopee 12.12 Birthday Sale TV Show ya! 
📅Minggu,…",2021-12-06 02:59:04,retweeted
galatia_grady,galatia_grady,1,RT @galatia_grady: tapi media-media lacur di Indonesia gak mau beritakan efek samping /efek negatif dari vaksin.,2021-12-06 02:59:03,retweeted
Menkeu,MunawirSamosir,0,"Menkeu Soroti Penyerapan Otsus Papua yang Masih Rendah. Dana 12T Yang Dikucurkan Pemerintah Indonesia Untuk Beasiswa Pendidikan Putra Putri Papua Belum Disalurkan Oleh Pemda Papua
https://t.co/mqNu78Lohn   Disiplin Protokol Kesehatan",2021-12-06 02:59:03,replied_to
Dana,MunawirSamosir,0,"Dana APBD Mengendap, Menkeu: Masa Beasiswa Aja tidak Dibayar. Dana 12T Yang Dikucurkan Pemerintah Indonesia Untuk Beasiswa Pendidikan Putra Putri Papua Belum Disalurkan Oleh Pemda Papua
https://t.co/7olCwB1Csb Disiplin Protokol Kesehatan",2021-12-06 02:59:03,replied_to
,DaffaFauzan8,0,jika perang Indonesia VS Israel Terjadi Apa Yg anda Lakukan,2021-12-06 02:59:02,
,MilaSuebu,0,"tuh kan udah jelas pak jokowi udah menjamin investasi di indonesia aman

Disiplin Protokol Kesehatan https://t.co/ju9vih8nyU",2021-12-06 02:59:02,
Sri,MunawirSamosir,0,"Sri Mulyani Kecewa Rp 12 Triliun APBD Papua Mengendap di Bank, Beasiswa Pelajar Tak Terbayar. Dana 12T Yang Dikucurkan Pemerintah Indonesia Untuk Beasiswa Pendidikan Putra Putri Papua Belum Disalurkan Oleh Pemda Papua
https://t.co/3s8hugaAkZ Disiplin Protokol Kesehatan",2021-12-06 02:59:02,replied_to
,MunawirSamosir,0,"Sri Mulyani Singgung Macetnya Dana Beasiswa Mahasiswa Papua di AS. Dana 12T Yang Dikucurkan Pemerintah Indonesia Untuk Beasiswa Pendidikan Putra Putri Papua Belum Disalurkan Oleh Pemda Papua
https://t.co/j7wajSUqUU. Disiplin Protokol Kesehatan",2021-12-06 02:59:02,
,diki_hr,0,"I'm at Dinas Pendidikan Kota Bandung in Bandung, Indonesia https://t.co/Y7HRUGER2P",2021-12-06 02:59:01,
bibirpecapeca,luthfia_mh,202,"RT @bibirpecapeca: @tubirfess Indonesia tanpa pacaran sesungguhnya adalah gerakan blind date, yg sesama anggotanya pacaran diem2",2021-12-06 02:58:59,retweeted
detikcom,aulljoo,70,RT @detikcom: Persatuan Angkat Besi Seluruh Indonesia (PB PABSI) ikut bicara soal polemik bonus Tim Thomas Indonesia. Tidak seharusnya atle…,2021-12-06 02:58:59,retweeted
,BUMN_JKT_Ramah,0,"Hallo #SobatRimba!
Setiap tanggal 28 November, diperingati sebagai Hari Menanam Pohon Indonesia (HMPI) yang dimaksudkan untuk memberikan kesadaran dan kepedulian kepada masyarakat tentang kelestarian lingkungan melalui penanaman pohon.

#PerhutaniTerusHijaukanNegeri https://t.co/YBQaEcrn0c",2021-12-06 02:58:57,
,M3juahjuah,1,"G20 Indonesia 2022

Ekonomi harus memuliakan alam, manusia dan budaya
.
.
.
Ttd Presiden Jokowi https://t.co/z9ht86h5ia",2021-12-06 02:58:57,
lokaIantheboyz,juyricjaebom,24,"RT @lokaIantheboyz: [📱] THE BOYZ 4TH ANNIVERSARY INSTAGRAM ADS

Lokasi: Indonesia
Tanggal: 5-7 Desember 2021

📌 Ada hadiah 50k untuk yang r…",2021-12-06 02:58:57,retweeted
,bringas3006,1,"Warga Semeru yg terdampak Erupsi diberi Dana Tunggu 
Rp 500K selama 6 bulan  sambil menunggu Perbaikan Rumah

Kepala BNPB
@BNPB_Indonesia
@jokowi Peduli Bencana https://t.co/sLuYOZ5mjs",2021-12-06 02:58:55,
,PemudaP38049238,0,"Indonesia aman investasi nyaman
#DisiplinProtokolKesehatan https://t.co/TTNNr0eknT",2021-12-06 02:58:53,
AREAJULID,vmletra95,3059,"RT @AREAJULID: [Urgent!!] bantuan darurat untuk warga terdampak erupsi gunung Semeru, ayo army indonesia bisa berdonasi melalui: https://t.…",2021-12-06 02:58:53,retweeted
bank_indonesia,Rudike5,15,"RT @bank_indonesia: Sebagai negara berpenduduk Muslim terbesar, Indonesia dapat menjadi pusat #EKSyar dunia. Untuk mewujudkannya, BI memili…",2021-12-06 02:58:52,retweeted
,YK_JKT_SANTUN,0,"Sobat BUMN, Ayok menonton langsung Mandalika World Superbike di Lombok dengan paket lengkap dan terbaik dari Garuda Indonesia mulai dari 6,9 jutaan bisa mendapatkan tiket nonton dan penginapan 3 hari 2 malam atau 4 hari 3 malam. Jangan sampai terlewat!

#GarudaWSBK2021 https://t.co/pUTGsAAzra",2021-12-06 02:58:51,
Pancasila_Oke,utuhmenanti1,20,"RT @Pancasila_Oke: Luar biasa kinerja Srikandi yg dimiliki pak Jokowi ini

Saya  sebagai seorang difabel berharap  kaum difabel seluruh Ind…",2021-12-06 02:58:49,retweeted
bank_indonesia,Rudike5,19,"RT @bank_indonesia: Presidensi G20 Indonesia memiliki visi #PulihBersama dari pandemi, salah satunya melalui perekonomian yang kuat, tanggu…",2021-12-06 02:58:49,retweeted
InSrikandi_____,didienAZHAR,70,"RT @InSrikandi_____: INDONESIA ADA TAPI GAK BERDAULAT 
Itu sama saja dengan Indonesia musnah. 

Ormas Lembaga Merah Putih (LMP) dilarang ki…",2021-12-06 02:58:47,retweeted
bank_indonesia,HarirahmaIzzah,8,"RT @bank_indonesia: Presidensi G20 Indonesia pada 'finance track' yang diwakili Bank Indonesia &amp; Kemenkeu ini, akan #BeriMakna membahas isu…",2021-12-06 02:58:44,retweeted
,namba2coid,0,paket seminar kit promosi efektif souvenir kementerian resmi unik meeting rapat raker handmade indonesia https://t.co/H9Yq1fAVoE,2021-12-06 02:58:44,
,MilaSuebu,0,"semua investasi di indonesia aman

Disiplin Protokol Kesehatan https://t.co/jQ39fOVvdR",2021-12-06 02:58:41,
,PolsekCikSel,0,"Polri Dirikan Posko Kesehatan Dan Dapur Umum Untuk Korban Erupsi Gunung Semeru

Kepolisian Negara Republik Indonesia (POLRI), menerjunkan Tim Kedokteran dan Kesehatan (Dokkes) Polri untuk memberikan pertolongan terhadap masyarakat terdampak erupsi Gunung Semeru https://t.co/4OHrwjPf5D",2021-12-06 02:58:41,
,helmasyauta,0,"Capjay sederharna,,kusukaaa @ Semarang, Indonesia https://t.co/Ykpo2ghriP",2021-12-06 02:58:40,
bank_indonesia,Rudike5,12,"RT @bank_indonesia: Gerakan Nasional Buatan Indonesia atau #GernasBBI, turut #BeriMakna pada UMKM bangsa. 

Terlebih, kini ada #QRIS yg pen…",2021-12-06 02:58:39,retweeted
baecotz,romanthic___,13,"RT @baecotz: Y'all stop defending this banci joget di cafe and normalize kalo cafe umum bisa buat ngapain aja. We lived in Indonesia lmao,…",2021-12-06 02:58:39,retweeted
RestuPa71830152,Vita_HarunP,18,"RT @RestuPa71830152: PREDATOR ANAK JALANAN.

Namanya cukup terkenal saat itu. warga pulo gadung gak asing dengan salah satu predator jalana…",2021-12-06 02:58:35,retweeted
ciroooo17,Masdjodi1,4,"RT @ciroooo17: Hahah, akun Indonesia Tanpa Pacaran diserang pecinta empati.
Dachlah, buat semua orang mending stop aja dakwah online.
Akun2…",2021-12-06 02:58:32,retweeted
"""Hanya",sejutaluka,0,"""Hanya ada tiga polisi jujur di Indonesia: patung polisi, polisi tidur dan Hoegeng"", demikian guyon Gus Dur. Nah di ipusnas ada novel tentang sosok polisi jujur, Halaman Terakhir sebuah novel tentang Jenderal Polisi Hoegeng, stoknya melimpah. https://t.co/sa9ln1uea0",2021-12-06 02:58:32,replied_to
NyiPenengah,yulakusuma,0,@NyiPenengah Harapannya perdagangan internasional Indonesia dan negara lain selalu berjalan lancar ya mbak.,2021-12-06 02:58:28,replied_to
Iovedkoo,divaturnip03,0,@Iovedkoo Indonesia  💜 https://t.co/0iNg9sQFWt,2021-12-06 02:58:27,replied_to
,MilaSuebu,0,"investasi di indonesia aman 

Disiplin Protokol Kesehatan https://t.co/ynWxWTbzd9",2021-12-06 02:58:27,
MiniGoldID,DaniCicadasBdg,22,"RT @MiniGoldID: Kami segenap keluarga besar MiniGold Indonesia turut berduka atas bencana erupsi Gunung Semeru, Lumajang, Jawa Timur #PrayF…",2021-12-06 02:58:24,retweeted
MMC_IDN2,IndrianiLeli,24,"RT @MMC_IDN2: Mulai dari Aceh sampai Utah, dari Indonesia sampai Amerika, dimana-mana ada anak durhaka! Astaghfirullah, bukan hanya mengusi…",2021-12-06 02:58:22,retweeted
,brimobsumutnews,0,"#Repost @divisihumaspolri
...
Kepolisian Negara Republik Indonesia
Turut Berbelasungkawa
atas musibah erupsi Gunung Semeru
4 Desember 2021

#prayforlumajang https://t.co/vizS6udC8L",2021-12-06 02:58:18,
AyaniMel,DjafarTamtama,0,@AyaniMel Demi keutuhan pancasila...kita jaga ketuhanan yg maha esa..kemanusiaan yg adil dan beradab..persatuan indonesia...kerakyatan yg dipimpin dst...keadilan sosial seluruh rakyat indonoesia...,2021-12-06 02:58:17,replied_to
,voaislam,0,"Politisi PKS: Sebut Tak Impor Beras pada 2021, Presiden Jokowi Kembali Lakukan Kebohongan Publik - https://t.co/EzvWuj59Se https://t.co/5mv3WcRFpv",2021-12-06 03:59:58,
jeeland27,lsgfanacc,6,"RT @jeeland27: Compliment in Indonesia :

""Seunggi gantengnya ga ngotak anjir"" https://t.co/QsjOMY7SVF",2021-12-06 03:59:56,retweeted
TheMoonHerald,Momiledear2104,789,"RT @TheMoonHerald: ⭐️ Thailand 🇹🇭 Vietnam 🇻🇳 Malaysia Indonesia 🇮🇩 No.1

⭐️ Korea No.2

⭐️ Philippines 🇵🇭 No.3

#MEWxSAMKIM
@MSuppasit @Lee…",2021-12-06 03:59:55,retweeted
Mulalt_,AnakHonai,71,"RT @Mulalt_: Tidak seheboh Kasus Pemerkosaan di Indonesia?

Mingkin Ini yang dimaksud Pendekatan Baru yang akan dilakuakan Oleh pa Andika P…",2021-12-06 03:59:54,retweeted
Adi_Interisti89,Aprilia_wiji,7,RT @Adi_Interisti89: Menteri BUMN @erickthohir mengungkapkan penyandang disabilitas merupakan bagian dari Indonesia yang harus mendapatkan…,2021-12-06 03:59:54,retweeted
KotekaPastor,duatujuhapril,182,"RT @KotekaPastor: Cara berperang militer Indonesia  Sembrono dan brutal... Rumah penduduk sipil, sekolah, rumput, tikus, cacing pun ditemba…",2021-12-06 03:59:52,retweeted
,PolsekTirtajaya,0,"Polri Dirikan Posko Kesehatan Dan Dapur Umum Untuk Korban Erupsi Gunung Semeru

Kepolisian Negara Republik Indonesia (POLRI), menerjunkan Tim Kedokteran dan Kesehatan (Dokkes) Polri untuk memberikan 
#PolriTanggapKemanusiaan
Aksi Peduli Lumajang
https://t.co/oWjBorOMci https://t.co/FjwqthVKRM",2021-12-06 03:59:50,
schfess,evellwii,45,RT @schfess: soal bahasa indonesia yang tau jawabannya cuma tuhan dan guru b indonya sendiri 🙏 sch! https://t.co/Lmt0iauM0V,2021-12-06 03:59:45,retweeted
,PolsekTirtajaya,0,"Polri Evakuasi Lansia Korban Erupsi Gunung Semeru 

Kepolisian Negara Republik Indonesia (Polri) terus melakukan proses evakuasi terhadap masyarakat terdampak erupsi Gunung Semeru
#PolriTanggapKemanusiaan
Aksi Peduli Lumajang
https://t.co/gleBOwGqQR https://t.co/4ST7kSGybm",2021-12-06 03:59:41,
Kbnyogya,Aditya76345196,0,"@Kbnyogya @Kemhan_RI @prabowo Betul banget, Kapal Cepat Rudal ini harapannya menjadi Kemampuan maritim yang tangguh untuk mengamankan kedaulatan dan kekayaan Indonesia.

@Kemhan_RI @prabowo 
PrabowoLuncurkan KapalRudal
JagaPertahanan MaritimKita
IndonesiaTangguh KuatDisegani",2021-12-06 03:59:40,replied_to
Ebn_jateng,Chandrahilman2,0,"@Ebn_jateng @prabowo @Kemhan_RI Benar banget, Kapal Cepat Rudal ini diharapkan menjadi Kemampuan laut yang mumpuni untuk menjaga kedaulatan dan kekayaan Indonesia. @Kemhan_RI @prabowo

PrabowoLuncurkan KapalRudal
JagaPertahanan MaritimKita
IndonesiaTangguh KuatDisegani",2021-12-06 03:59:40,replied_to
,BanjarnegaraT,0,"Just posted a photo @ Banjarnegara, Jawa Tengah, Indonesia https://t.co/RWJ1wieRzf",2021-12-06 03:59:37,
,PBrebes1,0,"Polri Bagikan Masker Hingga Berikan Pertolongan Untuk Korban Erupsi Semeru 

Kepolisian Negara Republik Indonesia (POLRI) terus hadir untuk masyarakat, dengan sigap Korps Bhayangkara terjun mengevakuasi masyarakat terdampak erupsi Gunung Semeru yang berada di Lumajang, Jawa Timur https://t.co/eu2smHZMKV",2021-12-06 03:59:24,
,BarudinJamal,0,"Emang bener, Kapal Cepat Rudal ini harapannya menjadi kekuatan laut yang tangguh untuk mengamankan kedaulatan dan kekayaan Indonesia.

@Kemhan_RI @prabowo
PrabowoLuncurkan KapalRudal
JagaPertahanan MaritimKita
IndonesiaTangguh KuatDisegani https://t.co/Ehh8QR72rV",2021-12-06 03:59:24,
macannegara,wi_ndra,0,"@macannegara @Hayuningrat7 @elkrova Itu jelas molekul salju
Sejak kapan air bermolekul kristal?
Air dan es mempunyai molekul yg beda.

https://t.co/R2BCQ3CDoq",2021-12-06 03:59:23,replied_to
,HumasKebLama,0,"Kepolisian Negara Republik Indonesia (Polri) terus melakukan proses evakuasi terhadap masyarakat terdampak erupsi Gunung Semeru yang berada di Kabupaten Lumajang, Jawa Timur. Personel Polri berhasil mengevakuasi beberapa orang lansia, serta turut mengevakuasi korban meninggal https://t.co/jSnCg2JmuM",2021-12-06 03:59:19,
SherinaHan,applestyles16,72,"RT @SherinaHan: Super Tuna sekarang udah #2 Trend Youtube Indonesia lho. Yuk Kencengin Streamingnyaa biar segera jadi #1 jugaaa. 
Happy ber…",2021-12-06 03:59:16,retweeted
,satria_ajalah,0,FAMTRIP LOCAL GUIDE ACEH TENGAH. HIMPUNAN PRAMU WISATA INDONESIA (HPI) TO SABANG https://t.co/h19grqr85T,2021-12-06 03:59:15,
BNONews,Laura_MuZa,7754,RT @BNONews: BREAKING: Large eruption at Indonesia's Mount Semeru https://t.co/UO78ZekatP,2021-12-06 03:59:15,retweeted
Ayang_Utriza,azarassey,58,"RT @Ayang_Utriza: Jaringan Gusdurians di seluruh Indonesia @GUSDURians bersama Mbak @AlissaWahid Mbak @AnitaWahid, Mbak @yennywahid, Mbak @…",2021-12-06 03:59:13,retweeted
alumni_banten,Chandrahilman2,0,"@alumni_banten @Kemhan_RI @prabowo Benar banget, Kapal Cepat Rudal ini diharapkan menjadi armada maritim yang tangguh untuk menjaga kedaulatan dan kekayaan Indonesia. @Kemhan_RI @prabowo

PrabowoLuncurkan KapalRudal
JagaPertahanan MaritimKita
IndonesiaTangguh KuatDisegani",2021-12-06 03:59:12,replied_to
PBDjarum,Hai_FullSun,5,"RT @PBDjarum: Pebulutangkis putri Korea Selatan, An Se Young tampil cemerlang di tiga turnamen yang tersaji di Indonesia Badminton Festival…",2021-12-06 03:59:09,retweeted
,Selly47075632,0,"Agen judi online dominoqq,poker,DLL situs terpercaya menang berapa pun dibayar LUNAS
segera hubungi kami di
WA: +85581803247
LINE: PANDORAQQ
LINK : https://t.co/McEwJh3odn
#poker #Domino #sukajudi #gilajudi #hobijudi #masterjudi #dewajudi #JudiOnline #pandoraqq #viral #indonesia https://t.co/kwpBQezbnu",2021-12-06 03:59:07,
vocketfcID,peruggiaid,18,"RT @vocketfcID: Thailand Dan Myanmar Pakai Ban Kapten Pelangi Di Piala AFF 2020, Bagaimana Dengan Indonesia?

#AFFSuzukiCup2020
https://t.c…",2021-12-06 03:59:05,retweeted
Koleksisegar18,Yaul21768556,29,"RT @Koleksisegar18: Skidipappap ssma koko💦💦

FULLNYA? YUK JOIN GRUP
⬇️⬇️
https://t.co/1k9jejxW2Y
ADMIN NYA 
@hallogaydadmin

KEUNTUNGAN JOI…",2021-12-06 03:59:04,retweeted
,Sintamahalona,89,"Mengapa ketika Bpk. Ahok &amp; Ibu Sri Mulyani bekerja, bnyk pihak yg merasa 'gerah'??   Krn mrk tau siapa saja yg merugikan negara tercinta ini. 

Semangat dan teruslah berjuang utk kemakmuran &amp; kesejahteraan Indonesia. 💪💪💪

#GerakanMERAHPUTIH
Satu tekad jaga NKRI
❤️🇮🇩 https://t.co/7sIZrvwaKL",2021-12-06 03:59:03,
,almnkalbar,0,"Industri Pertahanan Penting untuk Melindungi Indonesia dari Berbagai Ancaman

@kemhan_ri @prabowo
PrabowoLuncurkan KapalRudal
JagaPertahanan MaritimKita
IndonesiaTangguh KuatDisegani https://t.co/NSY1UsaxPe",2021-12-06 03:59:00,
faith_khalaf,ZPembayun,3,"RT @faith_khalaf: Bissmillah 
Assalamualaikum 
Ready Madu Odeng/Hutan Jabar 
Madu Murni Majalengka 
Info dan pemesanan wa. 083824688292
Sia…",2021-12-06 03:58:58,retweeted
Monkey61share,AnakHonai,27,RT @Monkey61share: Front Rakyat Indonesia Untuk Mendukung Papua Merdeka 🔥🙏 https://t.co/w6yWTVvVEd,2021-12-06 03:58:57,retweeted
,iksasulawesi,0,"Pak Prabowo mengatakan kapal ini jadi bagian dari visi Indonesia membangun kekuatan maritim 

@kemhan_ri @prabowo
PrabowoLuncurkan KapalRudal
JagaPertahanan MaritimKita
IndonesiaTangguh KuatDisegani https://t.co/B4jAll7diz",2021-12-06 03:58:50,
teumejember,whrtto,585,RT @teumejember: Hi Indonesia Teumes! Kami dan @txtfromteume mengajak kalian untuk membantu saudara-saudara terdampak erupsi Gunung Semeru.…,2021-12-06 03:58:50,retweeted
